id,name,country,category,url,introduce,lang,main_actor,movietime,publishdate
165,高草丛中/草丛失魂/高草魅声 ,加拿大 ,剧情/惊悚/恐怖/悬疑,ftp://ygdy8:ygdy8@yg68.dydytt.net:8016/阳光电影www.ygdy8.com.高草丛中.BD.1080p.中英双字幕.mkv,一对兄妹贝姬和卡尔听到高草丛中有个走失的小男孩在哭泣，于是冒险进去救他，结果中了某种邪恶力量的圈套。两人很快迷失方向并走散。他们与世隔绝，无法逃出这片田地越来越紧的束缚，但是他们很快发现，比迷失方向更可怕的是暴露自己。根据斯蒂芬·金和乔·希尔的中篇小说改编。 ,英语 ,帕特里克·威尔森 Patrick Wilson ,90分钟 ,2019-10-04(美国) 
166,Zhua Yang Shen Tan ,中国 ,喜剧/悬疑,ftp://ygdy8:ygdy8@yg45.dydytt.net:8222/阳光电影www.ygdy8.com.抓痒神探.HD.1080p.国语中字.mkv,为了找出“西城学院”因校园小树林诅咒而失踪的校花，众人发挥所长，想尽各种办法破解树林诅咒的传说，为了寻找出校花失踪的原因，由刘倩妏饰演的精明女孩，透过灵敏的思维，发现隐藏在诅咒背后的巨大秘密，究竟她的精明是福是祸，会不会为她带来意想不到的危机呢？ ,普通话 ,刘倩妏 ,95分钟 ,2018-05-29(中国) 
167,Shed Skin Papa ,中国香港 ,剧情/喜剧/奇幻,ftp://ygdy8:ygdy8@yg90.dydytt.net:8344/阳光电影www.ygdy8.com.脱皮爸爸.HD.720p.国语中字.mkv,中年失意的儿子田力行（古天乐饰）在生活上遇到了重重危机：母亲病逝、工作不顺、妻子要求离婚。正处在这苦不堪言的困境中时，田力行79岁的痴呆父亲田一雄（吴镇宇饰）却突如一只再生的蝉，接二连三地脱皮并且不断变年轻——60岁、52岁、37岁、28岁、19岁。父亲一生中的六个阶段再现，也使得田力行穿梭了“六个爸爸”的六个年代，从未与父亲认真相处过的田力行重新认识了这六个阶段的父亲，从父亲波折的一生中，他似乎找到了自己的出路和重新起步的方向…… ,国语 ,吴镇宇 Francis Ng ,103分钟 ,2018-03-23(中国) 
168,冰雪女王3：火与冰 ,俄罗斯/中国 ,动画/冒险/家庭,ftp://ygdy8:ygdy8@yg72.dydytt.net:8207/阳光电影www.ygdy8.com.冰雪女王3：火与冰.HD.720p.国英双语中字.mkv,不断遇到麻烦可算是凯与格尔达这对姐弟的特点了，毕竟他们是在冰雪的国度被矮人们养大的。随着他们长大成人，等待他们的麻烦也升级了。这一次，格尔达与新认识的小伙伴罗兰去寻找传说中的许愿球，不想却召唤出封印在许愿球中的邪恶力量，这对姐弟是否能够逢凶化吉，还世界一个和平？ ,国语/英语 ,迪·布拉雷·贝克尔 Dee Bradley Baker ,90分钟 ,2018-04-05(中国) 
169,A Paper Marriage ,中国 ,剧情/爱情,ftp://ygdy8:ygdy8@yg45.dydytt.net:8223/阳光电影www.ygdy8.com.一纸婚约.HD.1080p.国语中字.mp4,最佳音乐(提名) 刘思军 ,普通话 ,刘熙阳 Xiyang Liu ,93分钟/91分钟(中国) ,2017-04-29(美国)/2018-06-08(中国) 
170,Half Past Six of Chenxiang ,中国 ,剧情/喜剧/动作,ftp://ygdy8:ygdy8@yg72.dydytt.net:8208/阳光电影www.ygdy8.com.陈翔六点半之铁头无敌.HD.720p.国语中字.mkv,七旬大爷老废年轻时在香港练功夫练成铁头无敌，如今老了铁头功却毫无用处，生活穷困窘迫。老废面对惨淡人生，发出了要再奋斗一次的誓言，在所有人都嘲笑他的时候，一个废柴老头、一门没用的武功在新的环境下，却碰撞出了前所未有的火花……他也大器晚成、飞黄腾达。只不过，生活也变得错综复杂，面对家庭、事业、感情的冲击，他该如何抉择？ ,普通话 ,妹大爷 ,96分钟 ,2018-06-11(中国) 
171,Shocking Kungfu Of Huo's ,中国 ,剧情/动作,ftp://ygdy8:ygdy8@yg90.dydytt.net:8347/阳光电影www.ygdy8.com.霍家拳之威震山河.HD.720p.国语中字.mkv,本片讲述了辛亥革命时期的上海，爱国武师霍振山、何大川携手烧毁大烟馆，引来斧头帮追杀，何大川为助义兄霍振山脱困被杀。二十年后的霍振山在上海开起武馆发扬中华武术，并寻找何大川的后人。面对黑市拳庄的挑战，霍振山击败对手却拒绝领取赏金，让赶来观战的石头心生敬意。而大弟子黄锦鹏却暗中勾结拳庄老板，害死师傅。石头和黄锦鹏在比武中发现彼此身世，竟是何大川失散多年的孩子，二人携手击败了拳市经理，铲平了黑市拳庄。 ,普通话 ,言杰 ,100分钟 ,2018-06-09(中国) 
172,The Taste of Rice Flower ,中国 ,剧情,ftp://ygdy8:ygdy8@yg45.dydytt.net:7224/阳光电影www.ygdy8.com.米花之味.HD.1080p.国语中字.mp4,年度华语独立佳作(提名) ,普通话/云南话/傣语 ,英泽 Ze Ying ,95分钟/102分钟(威尼斯电影节) ,2017-07-23(FIRST青年影展)/2017-09-02(威尼斯电影节)/2018-04-20(中国大陆) 
173,I Am Your Mom ,中国 ,剧情/喜剧,ftp://ygdy8:ygdy8@yg45.dydytt.net:7225/阳光电影www.ygdy8.com.我是你妈.HD.720p.国语中字.mkv,影片讲述了一对形同姐妹又骨肉情深的别样母女，不按套路出牌的单身辣妈秦美丽（闫妮 饰）与正处于叛逆期的女儿赵小艺（邹元清 饰）之间相“碍”相亲、陪伴成长，一系列欢脱又不失温情的故事笑中带泪，感动人心。 ,普通话 ,闫妮 Ni Yan ,104分钟 ,2018-05-11(中国) 
174,低压槽：欲望之城/低压槽 ,中国/中国香港 ,剧情/动作/犯罪/悬疑,ftp://ygdy8:ygdy8@yg72.dydytt.net:8209/阳光电影www.ygdy8.com.低压槽：欲望之城.HD.720p.国语中字.mkv,从一宗离奇的小童绑架案开始，于秋和阿占查出老板的身份和他背后的犯罪网络。神秘的老板控制了商界和黑道，只有毁灭老板才能拯救这座堕落之城。事实上，于秋在追查过程中已经踏入了老板设下的重重圈套。虽然阿占拼死守着法律的底线，老板的势力却渗透了警方权力的高层，于秋渐渐失去了支持，原本要保护的小童也受到生命威胁。在接踵而至的迷局里，坚持正义的于秋好像被推向更深的绝望里…… ,普通话/粤语/英语/泰语 ,张家辉 Nick Cheung ,112分钟 ,2018-04-28(中国) 
175,Mysterious Raiders ,中国 ,喜剧/悬疑/奇幻,ftp://ygdy8:ygdy8@yg45.dydytt.net:7227/阳光电影www.ygdy8.com.宝塔镇河妖之诡墓龙棺.HD.1080p.国语中字.mp4,清朝末年，城中百姓多数染上怪病。关心国家命运的禾苗希望张孝智助自己到水下地宫取得宝藏。但另有几方势力为了获得地宫宝藏展开了一场大乱斗。最终，众人发现所谓的宝藏根本子虚乌有。而导致盛京变成人间地狱的根源也非妖魔鬼怪，而是日本人人体试验的阴谋。 张孝智与禾苗、兄弟钱眼儿、弃暗投明的黑风双煞最终不计自身安危地准备解救盛京的危局…… ,普通话 ,彭愚厶 ,90分钟 ,2018-06-14(中国) 
176,The.Legend.of.Earth.Traveler.Sun ,中国 ,动作/奇幻/冒险/古装,ftp://ygdy8:ygdy8@yg45.dydytt.net:7228/阳光电影www.ygdy8.com.封魔纪之土行孙传.HD.1080p.国语中字.mp4,幼时的土行孙在一次探险中亲眼目睹父亲的死亡，胆怯的他再也不使用异能。在蔡叔收养下长大的土行孙喜欢上了古奇店老板的女儿归蝶。与此同时统治者为求长生，令方士寻其道。方士确认了土行孙身上他父亲的遗物就是自己要找的徽章，便以归蝶作要挟，迫使土行孙带领众人寻找遗迹入口，危险一触即发。 ,普通话 ,冯旭东 ,60分钟 ,2018-06-15(中国) 
177,Wo.Di.Du.Long ,中国 ,动作/剧情,ftp://ygdy8:ygdy8@yg45.dydytt.net:8228/阳光电影www.ygdy8.com.卧底毒龙.HD.1080p.国语中字.mp4,以卧底警察徐家宝（张致恒饰），受命前往泰国调查跨国贩毒案件，意外结识被黑帮追杀的古惑仔龙少（书亚信饰），混乱之下徐家宝救下了龙少。从此兄弟二人命运在权利、欲望以及兄弟道义之间辗转交织开来。 ,普通话 ,张致恒 Steven Cheung ,87,2018-06-13(中国) 
178,与魔鬼同行/与恶魔同行/与魔随行 ,美国 ,惊悚/犯罪/动作,ftp://ygdy8:ygdy8@yg45.dydytt.net:8513/阳光电影www.ygdy8.com.与魔鬼同行.BD.720p.中英双字幕.mkv,尼古拉斯·凯奇将出演[与魔随行](Running With the Devil，暂译)，影片卡司还包括劳伦斯·菲什伯恩、莱丝莉·比伯、巴里·佩珀、亚当·戈德堡、小克利夫顿·克林斯、科尔·豪瑟、彼得·费辛利。贾森·坎贝尔自编自导。影片围绕贩毒团伙从美国往加拿大运输可卡因的故事展开。巴里·佩珀扮演贩毒头目，凯奇饰演头目信任的人，菲什伯恩饰演一个贩毒者。 ,英语 ,尼古拉斯·凯奇 Nicolas Cage ,,2019-09-20(美国) 
179,Mid-Night ,中国 ,悬疑/惊悚,ftp://ygdy8:ygdy8@yg72.dydytt.net:8204/阳光电影www.ygdy8.com.凌晨两点半.HD.1080p.国语中英双字.mkv,为了破解家里的怪事，深夜，一个神秘的老婆婆把夏雨萌和其男朋友吴宁带到一个阴森的废旧工厂，没想到这对男女就此深陷于万劫不复的恐怖循环中，他们到底身处阴间还是阳间？捡回的“孩子”是人是鬼？他们不得不联手奋起抵抗…… ,普通话 ,陈美行 Meixing Chen ,86分钟 ,
180,Forever Young ,中国 ,剧情/爱情/战争,ftp://ygdy8:ygdy8@yg45.dydytt.net:8331/阳光电影www.ygdy8.com.无问西东.HD.1080p.国语中字.mkv,最值得期待的华语电影(提名) ,普通话 ,章子怡 Ziyi Zhang ,138分钟 ,2018-01-12(中国) 
181,计划外 / 不在计划内 ,美国 ,剧情,ftp://ygdy8:ygdy8@yg45.dydytt.net:7505/阳光电影www.ygdy8.com.计划外.BD.720p.中英双字幕.mkv,作为全国最年轻的计划生育诊所主任之一，艾比·约翰逊(Abby Johnson)参与了超过2.2万例堕胎，并为无数妇女提供生育选择方面的咨询。她对妇女选择权的热情促使她成为计划生育的代言人，为她深信不疑的事业而努力制定法律。直到有一天她看到了改变一切的东西。 ,英语 ,阿什利·布拉彻 Ashley Bratcher ,106分钟 ,2019-03-29(美国) 
182,My Alien Girlfriend ,中国 ,剧情/喜剧/动作/爱情/科幻,ftp://ygdy8:ygdy8@yg45.dydytt.net:8201/阳光电影www.ygdy8.com.我的外星女友.HD.720p.国粤双语中字.mkv,影片讲述了从遥远外星来到地球的Angela为了寻找因爱而离家出走的哥哥，无意间遇到她命运中的宿命-天意，她的灵魂寄托在人类的身体里最多三天，尽管Angela每次变身成不同身份后都对天意加以戏弄及欺骗，但天意却依旧对她的每一个身份都加以照顾。其后Angela更被疯狂罗博士盯上并展开全力抓捕，天意为了保护她甚至不惜拼命舍身相救，终于令不信爱情的Angela开始被天意感动。为了实现自己的科学理念，疯狂的罗博士竟然不惜代价，向研究院假传情报，动用特种部队全力追捕Angela…… ,粤语/普通话 ,元秋 Qiu Yuen ,93分钟 ,
183,绝代双骄/武林争霸 ,中国香港 ,喜剧/武侠/古装,ftp://ygdy8:ygdy8@yg45.dydytt.net:7203/阳光电影www.ygdy8.com.绝代双骄.BD.720p.国粤双语中字.mkv,最佳男配角(提名) 吴镇宇 ,国语/粤语 ,刘德华 Andy Lau ,102 分钟 ,
184,新天龙八部之天山童姥/天龙八部之天山童姥/天山童姥 ,中国香港/中国 ,动作/武侠/古装,ftp://ygdy8:ygdy8@yg45.dydytt.net:8203/阳光电影www.ygdy8.com.天龙八部之天山童姥.BD.720p.国粤双语中字.mkv,天山派李秋水（林青霞）爱上掌门师兄逍遥子（廖启智），却不知逍遥子所爱的其实是李秋水的孪生妹妹李沧海（林青霞）。而天山童姥巫行云（巩俐）对李沧海亦有超越性别之爱。逍遥子被同门叛徒丁春秋（徐少强）下毒中伤，被迫归隐到飘渺峰，设下“玲珑棋局”等来本性善良、佛性极深的有缘人虚竹 （林文龙），将百年功力悉数相传，以期代他清理门户。 为夺少林宝物，丁春秋率阿紫（张敏）、诱动连手的李秋水等人欲血洗少林，得到了逍遥子毕生功力的虚竹在巫行云的帮助下临危受命，与丁春秋展开了回合大战。 ,国语/粤语 ,林青霞 Brigitte Lin ,96分钟 ,
185,红琼/红色密令(台)/赤姝谍魅 ,英国 ,剧情/惊悚/传记,ftp://ygdy8:ygdy8@yg45.dydytt.net:8497/阳光电影www.ygdy8.com.红琼.BD.720p.中英双字幕.mkv,朱迪·丹奇、索菲·库克森将参演谍战题材新片[赤姝谍魅](Red Joan，暂译)，影片改编自2014年出版的同名小说，创作灵感来自潜伏在英国最长寿的克格勃女间谍。库克森与丹奇将在片中分别饰演青年和老年时代的女间谍琼。英国知名莎剧导演崔佛·纳恩将执导这部关于信仰、爱情与政局的影片。 ,英语 ,朱迪·丹奇 Judi Dench ,101分钟 ,2018-09-07(多伦多电影节) / 2019-04-19(英国) 
186,Detective Chinatown Vol 2 ,中国 ,喜剧/动作/犯罪/悬疑,ftp://ygdy8:ygdy8@yg45.dydytt.net:3072/阳光电影www.ygdy8.com.唐人街探案2.HD.1080p.国语中字.mp4,最值得期待的华语电影(提名) ,普通话 ,王宝强 Baoqiang Wang ,120分钟 ,2018-02-16(中国) 
187,红海潜水俱乐部/红海潜水度假村/红海救援/红海深潜(台) ,美国 ,剧情/惊悚/历史,ftp://ygdy8:ygdy8@yg45.dydytt.net:8485/阳光电影www.ygdy8.com.红海潜水俱乐部.BD.720p.中英双字幕.mkv,《红海深潜》改编自伟大的真实救援任务，故事描述一群国际特工探员和勇敢的埃塞俄比亚人合作，在 80 年代初期透过苏丹一个废弃的度假胜地，将上千名难民暗渡至以色列。这个执行任务的卧底团队是由深具魅力的艾里·奇德隆（Chris Evans 饰）和英勇的当地人卡贝德·彬若（Michael Kenneth Williams 饰）带领。 ,英语 ,克里斯·埃文斯 Chris Evans ,129分钟 ,2019-06-28(旧金山犹太电影节) / 2019-07-31(美国) 
188,Cross-Dimension Love ,中国 ,剧情/喜剧/爱情,ftp://ygdy8:ygdy8@yg02.dydytt.net:8005/阳光电影www.ygdy8.com.跨次元少女大作战.HD.720p.国语中字.mkv,虽然过程艰难，但纸片人李豆豆永远无条件支持暖暖，鼓励她，逗她开心。暖暖也渐渐对李豆豆产生了深深的依恋，可事态渐渐失控，相亲男Tony成功搞定暖暖的父母，暖暖在家庭与社会的压力下逐渐迷失了自己。盼盼到底会不会答应Tony的追求，而她和李豆豆的感情又该何去何从，毕竟在现实生活中很难获得漫画中的李豆豆那样无微不至的完美恋人…… ,普通话 ,黄礼格 Lige Huang ,95分钟 ,2018-03-16(中国) 
189,侵入者 ,美国 ,剧情/悬疑/惊悚,ftp://ygdy8:ygdy8@yg90.dydytt.net:8574/阳光电影www.ygdy8.com.侵入者.BD.720p.中英双字幕.mkv,一对年轻的已婚夫妇在几英亩土地上买了一栋漂亮的纳帕谷房子，结果他们却发现卖家拒绝交房。 ,英语 ,梅根·古德 Meagan Good ,102分钟 ,2019-05-03(美国) 
190,抢红/Z计划 ,中国 ,动作/犯罪,ftp://ygdy8:ygdy8@yg90.dydytt.net:8303/阳光电影www.ygdy8.com.抢红.BD.720p.国语中字.mkv,利芳同父异母的哥哥LK此时在众人之外静静的看着所发生的一切，谁也想不到，拍卖会的真正目的根本不是卖酒…… ,普通话 ,张涵予 Hanyu Zhang ,90分钟 ,
191,怒战狂心/怒战天下(台)/科洛夫拉特传奇 ,俄罗斯 ,动作/历史/战争/冒险,ftp://ygdy8:ygdy8@yg90.dydytt.net:8560/阳光电影www.ygdy8.com.怒战狂心.BD.720p.俄语中字.mkv,13世纪成吉思汗之孙 拔都汗率领数千勇士征服欧洲大片领土。正当无敌的蒙古大军横扫俄罗斯时，却遇到了一个勇敢的战士带领的17位勇士拼死的抵抗。本片故事源自于真实的历史事件，号称俄罗斯版“斯巴达300勇士”。 ,俄语 ,Ilya Malakov ,120分钟 ,2017-11-30(俄罗斯) 
192,Man hunt ,中国香港/中国 ,剧情/动作/悬疑,ftp://ygdy8:ygdy8@yg45.dydytt.net:8123/阳光电影www.ygdy8.com.追捕.BD.720p.中文字幕.mkv,国际律师杜丘（张涵予 饰）清晨醒来，发现一个陌生女子被杀死在枕边，当所有证据皆指向自己就是凶手时，他拒捕逃离，决定自己查出真相。颇有名气的警探矢村（福山雅治 饰）在追捕过程中，察觉案件并不简单。一警一“匪”在交手中竟发展出了一段惺惺相惜的情谊，探明真相的过程中，他们卷入了更大的阴谋，而屡次帮杜丘逃亡的神秘女子真由美（戚薇 饰）也另有隐情…… ,普通话/日语 ,张涵予 Hanyu Zhang ,109 Mins ,2017-09-06(威尼斯电影节)/2017-11-24(中国) 
193,神奇乐园历险记/奇幻游乐园/游乐园/神奇梦乐园(港) ,美国/西班牙 ,喜剧/动画/奇幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:8453/阳光电影www.ygdy8.com.神奇乐园历险记.BD.720p.中英双字幕.mkv,一位极富创造力的女孩小六月，偶然间发现了一座神奇的乐园。在乐园里，有着各式各样惊险刺激的游乐设施和形形色色的动物朋友。在这个奇幻的世界里，将会发生怎样意想不到的故事呢？ ,英语 ,索菲亚·玛丽 Sofia Mali ,86分钟 ,2019-03-15(美国)/2019-04-19(中国) 
194,坤蒂拉娜 / 镜中恶灵 ,印度尼西亚 ,恐怖/惊悚,ftp://ygdy8:ygdy8@yg72.dydytt.net:8363/阳光电影www.ygdy8.com.坤蒂拉娜.BD.720p.中英双字幕.mkv,为了赢得一场真人秀比赛，一群孩子同意探索一个废弃的房子，这需要他们证明邪恶的Kuntilanak的故事是真实的。他们很快发现…… ,印度尼西亚语 ,Sandrinna Michelle ,105分钟 ,2018-06-15(印度尼西亚) 
195,地球：神奇的一天/地球：奇妙的一天(港),中国/英国,纪录片,ftp://ygdy8:ygdy8@yg72.dydytt.net:8113/[阳光电影www.ygdy8.net].地球：神奇的一天.HD.720p.国语中字.mkv,曾成功推出电影《地球》的BBC地球影业带来了令人期待已久的续集——《地球：神奇的一天》，一段揭示自然界惊人力量的神奇旅程。一天内，我们跟随太阳的脚步从世界上最高的山到最远的岛、从野外的丛林走到繁华的城市。由于在电影制作技术上取得的惊人突破，从而我们可以让你能与一群难忘的角色亲密接触；幼年的斑马宝宝想要穿过一条湍急的河流， 英勇的企鹅爸爸每天都要从事一项与大海以性命相搏的工作来抚养家人，一个喜欢在大海里垂直着打瞌睡的抹香鲸家族，还有走在寻找真爱路上的树懒。《地球：神奇的一天》用幽默、亲密、感性而令人惊叹的电影感来讲述地球上这充满你见所未见而无法想象的神奇的每一天。,普通话/英语,成龙 Jackie Chan,94分钟,
196,玩命狙击/我的最佳保镖 ,泰国 ,动作/犯罪,ftp://ygdy8:ygdy8@yg72.dydytt.net:6019/[阳光电影www.ygdy8.net].玩命狙击.HD.1080p.中文字幕.mp4,名记彩妮（乌汶叻公主 饰）不经意间发现一个惊天秘密，一家化工公司竟然拿活人做实验，研制一种新型致命病毒的抗体——x计划。记者的天职促使彩妮立即行动，她要营救这些无辜的受害者，伹她的行动马上被该公司总裁桑（余文乐 饰）盯上，他派人日夜盯梢，以期杀人灭口。国安局行动负责人阿杰（查克利·彦纳姆 饰）深知x计划的危害，他下令封锁消息，并将感染病毒的活体悉数找出、全部消灭。彩妮的父亲深知卷入此事的危险，他重金聘请顶尖杀手阿达保护女儿的人身安全。一项无意中发现的残忍实验把彩妮、阿杰和桑推入万劫不复的深渊，周围充满了死亡的气息，而环环相扣的陷阱使彩妮再不敢相信任何人…… ,普通话 ,余文乐 Shawn Yue ,90分钟 ,
197,狂兽 ,中国香港/中国 ,剧情/动作/犯罪,ftp://ygdy8:ygdy8@yg72.dydytt.net:7020/[阳光电影www.ygdy8.net].狂兽.HD.720p.国语中字.rmvb,重案督察西狗（张晋 饰）与搭档阿德（吴樾 饰）到某渔村追捕涉嫌多桩凶案的歹徒江贵成，却意外发现大量被虐杀的帮派分子尸体和数额惊人的黑市黄金，一场各怀鬼胎的混战因西狗和阿德的闯入变成了整个江湖针对两个警察的困兽之斗，随着调查，西狗发现拥有超高犯罪才智的江贵成竟然嚣张到要借十号风球的天威，谋划跨国掠夺一批价值超过五亿的海底黑金，自己和阿德竟也成了他计划中的棋子，不仅得不到警方支援还被通缉，就在此时，阿德被帮派绑架为人质，贵成已经出海，西狗必须独闯狂风怒海，当狂性被绝境激发，当兽性被贪欲操控，真相和善恶哪个更重？唯有血战八方才能力挽狂澜！ ,普通话 ,张晋 Max Zhang ,100分钟 ,
198,乐高大电影2/LEGO英雄传2(港)/乐高玩电影2(台) ,美国/澳大利亚/挪威/丹麦 ,喜剧/动画/歌舞/冒险,ftp://ygdy8:ygdy8@yg90.dydytt.net:8520/阳光电影www.ygdy8.com.乐高大电影2.BD.720p.中英双字幕.mkv,风靡全球的经典动画系列新作《乐高大电影2》爆笑来袭。乐高小人艾米特贱萌回归，抱得美人归的他和女友露西过着甜蜜的生活。但是看似平静的表面其实暗藏阴谋，神秘外星入侵者突然降临，他们的破坏速度远在乐高小人的建造速度之上，艾米特的世界再度危在旦夕。外星入侵者甚至能洞察艾米特等人的每一次行动，困难与挑战直线升级，身手敏捷的露西也难逃厄运，陷入危机。艾米特必须联合一众好友，再次拯救世界。这一次，他们将前往遥远未知的新奇世界，见识更多令人大开眼界的乐高世界，同时也将发现真正的自我。 ,英语 ,克里斯·帕拉特 Chris Pratt ,106分钟 ,2019-02-08(美国)/2019-03-22(中国) 
199,玻璃先生/不死劫2/分裂2/异能仨(港)/异裂(台) ,美国 ,悬疑/惊悚/犯罪,ftp://ygdy8:ygdy8@yg45.dydytt.net:8424/阳光电影www.ygdy8.com.玻璃先生.BD.720p.中英双字幕.mkv,年度英国/爱尔兰小演员(提名) 安雅·泰勒-乔伊 ,英语 ,詹姆斯·麦卡沃伊 James McAvoy ,129分钟 ,2019-01-18(美国) 
200,蜡笔小新：宇宙人来袭/蜡笔小新 袭来！宇宙人西莉莉,日本,动画/奇幻/冒险,ftp://ygdy8:ygdy8@yg45.dydytt.net:6024/[阳光电影www.ygdy8.com].蜡笔小新：宇宙人来袭.HD.720p.国语中字.mkv,某一天，宇宙人西里里来到小新家中，并使用特使光线把小新变回了年轻时代，如果想恢复现状，必须帮助西里里找回自己的父亲。,日语,,102分钟,2017-04-15(日本)
201,Please Keep Away,中国,悬疑/惊悚,ftp://ygdy8:ygdy8@yg72.dydytt.net:8060/[阳光电影www.ygdy8.com].请勿靠近.HD.720p.国语中字.mkv,就这样，五人一起深入森林，寻找王浩，野兽吼叫，雾气弥漫，他们渐渐迷失在森林之中，饥寒交迫之下，他们之间渐渐没有那么团结了，开始互相埋怨，开始互相猜疑，陈年往事都被挖了出来……到底友情能否经受住极端环境的考验，到底人性是善是恶他们是否能够互相信任走出森林？小雅看着各怀心思的几个人，不知道该信任谁……,普通话,马可 Ke Ma,89分钟,2017-09-22(中国)
202,海市蜃楼/风暴 ,西班牙 ,科幻/悬疑/惊悚,ftp://ygdy8:ygdy8@yg45.dydytt.net:8431/阳光电影www.ygdy8.com.海市蜃楼.HD.720p.中英双字幕.mkv,《看不见的客人》导演、西班牙悬疑大师奥里奥尔·保罗新作悬念升级。25年前一个风暴将至的夜晚，小男孩尼克目睹了邻居杀妻的全过程，被凶手发现的他在逃跑途中被车撞死。尼克死去25年后，幸福的已婚妇女维拉（阿德丽安娜·尤加特 饰）搬进了尼克住过的这所房子。一场和25年前一样的风暴让两段时空交错，惊醒的维拉发现自己竟能与电视机里的尼克跨时空对话。维拉透过电视机试图挽救这个男孩的性命，却引发一系列连锁反应——女儿消失、丈夫和身边的人全都不再认识和相信自己。于是，维拉只能在风暴消失前有限的15小时里，与唯一相信她的莱拉警长（奇诺·达林饰）解开所有谜团… ,西班牙语 ,阿德里亚娜·乌加特 Adriana Ugarte ,128分钟 ,2018-11-30(西班牙)/2019-03-28(中国) 
203,"Lawyer,Lawyer",中国香港,喜剧/剧情,ftp://ygdy8:ygdy8@yg45.dydytt.net:7032/[阳光电影www.ygdy8.com].算死草.HD.720p.国语中字.mkv,著名状师陈梦吉（周星驰 饰）与徒弟何欢（葛民辉 饰）认识了女子水莲花（邱淑贞 饰），师徒两人都对水莲花有意思，刚好水莲花也欣赏陈梦吉的才华。这时陈梦吉的老婆吕忍（莫文蔚 饰）从国外读书归来，遇到了尴尬的场面。当何欢知道了师父的计谋后与陈梦吉反目成仇，独自到香港发展。陈梦吉找到了去香港的机会，却得知了何欢因为谋杀被囚禁，梦吉决定为徒弟打官司。法庭上的陈梦吉态度嚣张，被收监两天，他要求在外国学习法律的妻子帮忙，妻子才告诉他自己学习的是时装设计……,国语,周星驰,85 分钟,
204,极乐宿舍,中国台湾,喜剧,ftp://ygdy8:ygdy8@yg45.dydytt.net:8031/[阳光电影www.ygdy8.com].极乐宿舍.HD.720p.国语中字.mkv,抢厕所洗热水澡，和同学交流A片，对女宿有无限好奇.....青春爱情喜剧，一场男宿女宿攻防战，火力全开！,国语,石知田 Chih Tian Shih,116分钟,
205,箭士柳白猿/箭客柳白猿,中国,剧情/武侠/古装,ftp://ygdy8:ygdy8@yg45.dydytt.net:6002/[阳光电影www.ygdy8.com].箭士柳白猿.HD.720p.国语中字.mkv,金马奖 最佳原创配乐(提名) 安巍/王凡,普通话,宋洋 Yang Song,90分钟,2012-11-11(金马影展)/2016-03-11(中国)
206,拆弹专家/拆弹·专家,中国/中国香港,动作/犯罪/悬疑,ftp://ygdy8:ygdy8@yg72.dydytt.net:8037/[阳光电影www.ygdy8.com].拆弹专家.BD.720p.国粤双语中字.mkv,章在山（刘德华 饰）是香港警队“爆炸品处理科”的一名高级督察。七年前，他潜伏到头号通缉犯火爆（姜武 饰）的犯罪团伙中，在一次打劫金库的行动中，章在山表露了其拆弹组卧底的身份，与警方里应外合，成功阻止炸弹引爆，并将火爆及其弟的犯罪组织一网打尽，可惜在千钧一发之间，火爆逃脱并扬言誓要报仇。复职后的章在山很快被晋升为警队的拆弹专家。七年后，香港接二连三遭遇炸弹恐怖袭击，警方更收到线报大批爆炸品已偷运入港，一切迹象显示香港将有大案发生。就在香港人心惶惶之际，城中最繁忙的红磡海底隧道被悍匪围堵拦截，数百名人质被胁持，终于现身的火爆威胁警方炸毁隧道。章在山唯有将火爆绳之于法，才能拆解这场反恐风暴背后的惊天阴谋。,粤语/普通话,刘德华 Andy Lau,120分钟,
207,吉星拱照/吉星高照(台),中国香港,喜剧,ftp://ygdy8:ygdy8@yg45.dydytt.net:8034/[阳光电影www.ygdy8.com].吉星拱照.HD.720p.粤语中字.mkv,林宝生（周润发 饰）是香港富豪，与表妹玉仙（利智 饰）早已订婚。但宝生并不喜欢未婚妻的庸俗，决定逃婚，并要证明自己能独立生活。出走的第一天，他阴差阳错来到了一个慈善晚会，认识了晚会赞助商东东快餐店的老板（夏雨 饰）与其妹妹（张艾嘉 饰），还成为了快餐店的员工之一。宝生与一群善良的同事度过了一段难忘的时光，他也看到了自己价值的存在，与老板的妹妹也产生了感情，但他与表妹的婚期将至，他的真实身份也将浮出水面，而他与老板妹妹的感情又会如何呢？,粤语,周润发 Yun-Fat Chow,90分钟,
208,我老婆不是人/我老婆唔係人,中国香港,喜剧/悬疑,ftp://ygdy8:ygdy8@yg45.dydytt.net:7034/[阳光电影www.ygdy8.com].我老婆不是人.HD.720p.粤语中字.mkv,得知了托尼的苦恋，热心的嘉嘉决定帮他一把，一番波折之后，艾琳终于离开了男友，投入了托尼的怀抱，可是，直到这时，托尼才发现自己其实早已经深深的爱上了嘉嘉，无奈人鬼殊途，无法承受分离之苦的托尼竟然决定殉情。,粤语,梁家辉,94分钟,
